Assembly_Path,PRODHIERARCHY,MATGROUP,MATERIALTYPE,EXTMATGROUP,LAB_OFFICE,HDMATWT
C:\Temp\Test02_versionUpgrad\All_IPT\AX04-100001551.2.ipt,M38140 ,MC,YHAM,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX04-100001552.2.ipt,M38140 ,MC,YHAM,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX04-100002010.ipt,M38140 ,MA,YHAM,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX04-100002131.ipt,M38140 ,EG,YHAM,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX04-100002259.ipt,M38140 ,EG,YHAM,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX04-100002780.ipt,M38140 ,EG,YHAM,SCREENMISC,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX04-100002807.ipt,M38140 ,MC,YHAM,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX04-100004353.ipt,M38140 ,EG,YHAM,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX04-100004360.ipt,M38150 ,EG,YHAM,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX04-100004370.ipt,M38140 ,EG,YHAM,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX04-100004473.ipt,M38140 ,EG,YHAM,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX04-100005014.ipt,M38140 ,MC,YHAM,SCREENMISC,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX04-100005872.ipt,M38150 ,EG,YHAM,Z215,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX04-100005879.ipt,M38150 ,EG,YHAM,Z215,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX04-100005886.ipt,M38150 ,EG,YHAM,Z215,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX04-100005892.ipt,M38150 ,EG,YHAM,Z215,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX04-100005902.ipt,M38140 ,EG,YHAM,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX04-100005908.ipt,M38150 ,EG,YHAM,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX04-100005938.ipt,M38150 ,EG,YHAM,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX04-100005991.ipt,M38140 ,EG,YHAM,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX04-100005997.ipt,M38140 ,EG,YHAM,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX04-100006003.ipt,M38140 ,EG,YHAM,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX04-100006086.ipt,M38150 ,EG,YHAM,Z215,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX04-100006092.ipt,M38150 ,EG,YHAM,Z215,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX04-100006723.ipt,M38140 ,EG,YHAM,SCREENMISC,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX04-100006745.ipt,M38140 ,MA,YHAM,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX04-100006771.ipt,M38140 ,EG,YHAM,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX04-100007777.ipt,M38140 ,MA,YHAM,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX04-100008358.ipt,M38140 ,EG,YHAM,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX04-100008364.1.ipt,M38140 ,EG,YHAM,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX04-100008398.ipt,M38140 ,EG,YHAM,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX04-100008679.ipt,M38140 ,EG,YHAM,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX04-100009005.ipt,M38140 ,EG,YHAM,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX04-100009319.ipt,M38140 ,EG,YHAM,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX04-100010033.ipt,M38140 ,EG,YHAM,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX05-100000230.ipt,M38150 ,MC,,LH1861G,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX05-100000237.ipt,M38150 ,EG,YHAM,LH1861G,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX05-100000245.ipt,M38140 ,MA,YHAM,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX05-100000253.ipt,M38150 ,MA,YHAM,LH1848G,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX05-100000269.ipt,M38150 ,EG,YHAM,LH1861G,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX05-100000277.ipt,M38150 ,MC,,LH1848G,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX05-100001410.ipt,M38150 ,EG,YHAM,SCREENMISC,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX05-100001419.ipt,M38150 ,EG,YHAM,SCREENMISC,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX05-100001455.ipt,M38140 ,EG,YHAM,SCREENMISC,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX05-100001466.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\AX05-100001481.ipt,M38140 ,EG,YHAM,SCREENMISC,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX05-100001520.2.ipt,,EG,YHAM,,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX05-100001522.ipt,M38140 ,EG,YHAM,SCREENMISC,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX05-100002073.002.ipt,M38140 ,MB,YHAM,SCREENMISC,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX05-100002564.ipt,M38140 ,EG,YHAM,SCREENMISC,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX05-100002639.ipt,M36040 ,MC,YHAM,SCREENMISC,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX05-100002670.ipt,M38140 ,EG,YHAM,SCREENMISC,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX05-100002672.ipt,M38140 ,EG,YHAM,SCREENMISC,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX05-100002710.ipt,M38140 ,EG,YHAM,SCREENMISC,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX05-100003016.ipt,M38140 ,EG,YHAM,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX05-100003054.ipt,M38140 ,EG,YHAM,SCREENMISC,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX05-100003229.ipt,M38150 ,MA,YHAM,Z215,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX05-100003234.ipt,M38150 ,MA,YHAM,Z215,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX05-100003235.ipt,M38150 ,MA,YHAM,Z215,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX05-100003239.ipt,M38150 ,MA,YHAM,Z215,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX05-100003248.ipt,M38150 ,EG,YHAM,LH1448G,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX05-100003259.ipt,M38140 ,MC,YHAM,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX05-100003279.ipt,M38150 ,MA,YHAM,Z215,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX05-100003287.ipt,M38150 ,MA,YHAM,Z215,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX05-100003334.ipt,M38150 ,EG,YHAM,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX08-100213920.ipt,M38140 ,EG,YHAM,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX08-100221432.ipt,M38140 ,EG,YHAM,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX08-100221545.ipt,M38140 ,MA,YHAM,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX08-100221556.ipt,M38140 ,MA,YHAM,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX08-100222972.ipt,M38140 ,EG,YHAM,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\AX08-100234115.ipt,M38140 ,EG,YHAM,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\BN2W M30X150 109G.ipt,M38140 ,EG,YHAM,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\Copy of AX00-100014483.ipt,M38140 ,EG,YHAM,Z271,135,
C:\Temp\Test02_versionUpgrad\All_IPT\Copy of Cross Beam Feed - Plate.ipt,M38140 ,MA,,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\Copy of long beam - bottom plate disch.ipt,M38140 ,MA,,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\Copy of long beam - bottom plate feed.ipt,M38140 ,MA,,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\Copy of long beam - side plate.ipt,M38140 ,MA,,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\Copy of long beam - T plate.ipt,M38140 ,MA,,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\Copy of MM0383143.ipt,M38140 ,EG,YHAM,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\Copy of MSC00-000000063.ipt,M38140 ,FE,YHAM,Z271,135,
C:\Temp\Test02_versionUpgrad\All_IPT\Copy of MSC00-000000066.ipt,M38140 ,FE,YHAM,Z271,135,
C:\Temp\Test02_versionUpgrad\All_IPT\Copy of pedestal big feed - plate.ipt,M38140 ,MA,,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\Copy of pedestal small disch - plate.ipt,M38140 ,MA,,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\Copy of pedestal small feed - plate.ipt,M38140 ,MA,,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\Cross Beam Disch - Plate.ipt,M38140 ,MA,,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\Cross Beam Feed - Plate.ipt,M38140 ,MA,,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\H_2316locknut.ipt,M38140 ,FA,YHAM,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\long beam - bottom plate disch.ipt,M38140 ,MA,,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\long beam - bottom plate feed.ipt,M38140 ,MA,,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\long beam - side plate.ipt,M38140 ,MA,,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\long beam - T plate.ipt,M38140 ,MA,,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\Main_HEXAGONAL NUT_N01563012_0_001_1_0_NULL.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MECHANISM_BEAM_LOWER_PLATE.ipt,,,YHAM,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0355557.ipt,M38140 ,CA,YHAM,Z271,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0370628.ipt,M38140 ,EG,YHAM,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0370633.ipt,M38140 ,MA,YHAM,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0370647.ipt,M38140 ,EG,YHAM,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0370683.ipt,M38140 ,MA,YHAM,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0370689.ipt,M38140 ,EG,YHAM,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0370716.ipt,M38140 ,EG,YHAM,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0370720.ipt,M38140 ,EG,YHAM,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0375152 - Reinforcement Plate.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0375166 - Plate.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0375166.ipt,M38140 ,EG,YHAM,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0376216.ipt,M38140 ,FE,YHAM,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0376243.ipt,M38140 ,MA,YHAM,Z272,135,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0379091.ipt,M38140 ,MA,YHAM,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0379134.ipt,M38140 ,MA,,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0379279 - Collecting-Plate-Middle.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0383143.ipt,M38140 ,EG,YHAM,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0383157.ipt,M38140 ,EG,,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0383160 - Plate.ipt,M38140 ,MA,YHAM,Z272,135,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385060_Welding-Spring-Plate.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385062.ipt,M38140 ,EG,YHAM,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385067_Collecting - Plate.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385070_Collecting_Plate_Down.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385072_Collecting_Plate_Ouderside.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385085_Plate.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385085_Plate_MIR34.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385091_Plate.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385115_Sideboard-Door-Plate.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385115_Sideboard-Door-Plate_MIR16.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385121_Axis_MIR1.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385127_Wear-Plate.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385127_Wear-Plate_MIR25.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385130_Bent-Plate.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385130_Bent-Plate_MIR7.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385133__Spring-Base-Absorber-Plate.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385133__Spring-Base-Absorber-Plate_MIR.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385142_Long-Beam-T-Front-Plate.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385142_Long-Beam-T-Front-Plate_MIR7.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385144_Rail-Transport-Plate.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385149_Pedesta-Small-Disch-Plate.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385149_Pedesta-Small-Disch-Plate_MIR7.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385153_Spring-Base-Absorber-Plate-Long.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385154_Spring-Base-Disch-Plate.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385155_Spring-Base-Disch-Plate-Ground.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385158_Spring-Base-Feed-Plate.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385160_Wear-Plate.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385160_Wear-Plate_MIR25.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385162_Wear-Plate.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385162_Wear-Plate_MIR25.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385163_Wear-Plate.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385163_Wear-Plate_MIR25.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385165_Wear-Plate.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385165_Wear-Plate_MIR2.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385166_Wear-Plate.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385167_Wear-Plate.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385167_Wear-Plate_MIR.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385169_Wear-Plate.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385169_Wear-Plate_MIR17.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385177_Plate-Door.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385178_Plate.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385179_Wear-Plate.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385187_Plate.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385189_Collecting-Plate-Left.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385194_Spring-Plate-Feed-Plateground.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385197_Spring-Guide-Disch-Plate.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385197_Spring-Guide-Disch-Plate_MIR1.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385198_Main-Support-Plate.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385198_Main-Support-Plate_MIR1.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385209.ipt,M38140 ,EG,YHAM,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385215_Plate.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385218_Plate.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385219_Plate.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385220_Plate.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385228_Spring-Guide-Feed-Plate.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385235_Collecting-Plate-Stiffening.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385236_Collecting-Plate-Stiffening-Left.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0385241_Plate.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0394880.ipt,M38140 ,EG,YHAM,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0394886.ipt,M38140 ,EG,YHAM,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0398861 - Plate.ipt,M38140 ,MA,YHAM,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0398864 - Plate.ipt,M38140 ,MA,YHAM,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0411569.ipt,M38140 ,MB,YHAM,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0414220.ipt,M38140 ,MA,YHAM,Z271,135,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0606723_Pin.ipt,M38140 ,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MM0621407.ipt,M38140 ,EG,YHAM,Z272,135,
C:\Temp\Test02_versionUpgrad\All_IPT\MMx03706x27_Plate.ipt,,,,,,
C:\Temp\Test02_versionUpgrad\All_IPT\MSC00-000000010.ipt,M38140 ,EG,YHAM,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\MSC00-000000014.ipt,M38140 ,EG,YHAM,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\MSC00-000000027.ipt,M38140 ,EG,YHAM,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\MSC00-000000032.ipt,M38140 ,EG,YHAM,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\MSC00-000000047.ipt,M38140 ,EG,YHAM,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\MSC00-000000050.ipt,M38140 ,EG,,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\MSC00-000000058.ipt,M38140 ,EG,YHAM,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\MSC00-000000066.ipt,M38140 ,FE,YHAM,Z271,135,
C:\Temp\Test02_versionUpgrad\All_IPT\MSC00-000000082.ipt,M38140 ,EG,YHAM,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\MSC00-000000091.ipt,M38140 ,MA,,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\MSC00-000000101.ipt,M38140 ,EG,YHAM,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\MSC00-000000184.ipt,M38140 ,EG,,Z272,135,
C:\Temp\Test02_versionUpgrad\All_IPT\MSC00-000000192.ipt,M38140 ,EG,,Z272,135,
C:\Temp\Test02_versionUpgrad\All_IPT\MSC00-000000199.ipt,M38140 ,EG,,Z272,135,
C:\Temp\Test02_versionUpgrad\All_IPT\MSC00-000000209.ipt,M38140 ,EG,YHAM,Z272,135,
C:\Temp\Test02_versionUpgrad\All_IPT\MSC00-000000216.ipt,M38140 ,EG,YHAM,Z272,135,
C:\Temp\Test02_versionUpgrad\All_IPT\MSC00-000000223.ipt,M38140 ,EG,,Z272,135,
C:\Temp\Test02_versionUpgrad\All_IPT\MSC00-000000231.ipt,M38140 ,EG,,Z272,135,
C:\Temp\Test02_versionUpgrad\All_IPT\MSC04-000000002.ipt,M38140 ,HE,,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\MSC04-000000007.ipt,M38140 ,HE,,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\NBN40-U1K-N0.ipt,M38140 ,EG,YHAM,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\pedestal big feed - plate.ipt,M38140 ,MA,,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\pedestal small disch - plate.ipt,M38140 ,MA,,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\pedestal small feed - plate.ipt,M38140 ,MA,,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\Plate 1.ipt,,,YHAM,,,
C:\Temp\Test02_versionUpgrad\All_IPT\Plate 3.ipt,,,YHAM,,,
C:\Temp\Test02_versionUpgrad\All_IPT\Plate 4.ipt,,,YHAM,,,
C:\Temp\Test02_versionUpgrad\All_IPT\Plate 5.ipt,,,YHAM,,,
C:\Temp\Test02_versionUpgrad\All_IPT\Plate 8.ipt,,,YHAM,,,
C:\Temp\Test02_versionUpgrad\All_IPT\PLATE...ipt,,,YHAM,,,
C:\Temp\Test02_versionUpgrad\All_IPT\RUBBER_32.ipt,M38150 ,FE,YHAM,Z271,135,
C:\Temp\Test02_versionUpgrad\All_IPT\sideliner_Feedbox_RH.ipt,M38140 ,EG,YHAM,Z273,135,
C:\Temp\Test02_versionUpgrad\All_IPT\SP-22-0512.ipt,M38140 ,,,,135,
C:\Temp\Test02_versionUpgrad\All_IPT\SP-26-000-181.ipt,M38140 ,EG,YHAM,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\SP-26-001-010-289.ipt,,,,,096,
C:\Temp\Test02_versionUpgrad\All_IPT\Spring Base Disch - Adapter Plate.ipt,M38140 ,MA,,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\Spring Base Disch - Ground Plate.ipt,M38140 ,MA,YHAM,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\Spring Base Disch - Top Plate.ipt,M38140 ,MA,YHAM,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\Spring Base Feed - Adapter Plate.ipt,M38140 ,MA,,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\Spring Base Feed - Ground Plate.ipt,M38140 ,MA,,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\Spring Base Feed - Top Plate.ipt,M38140 ,MA,,Z276,135,
C:\Temp\Test02_versionUpgrad\All_IPT\WZ-2-7962.ipt,M38150 ,MA,YHAM,Z271,135,
C:\Temp\Test02_versionUpgrad\All_IPT\ZX11840779.ipt,M38150 ,EG,YHAM,Z215,135,
C:\Temp\Test02_versionUpgrad\All_IPT\ZX11854460.ipt,M38140 ,EG,YHAM,Z272,135,
